ProductName,Summary
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",this buy is true value for money white in colour beautiful to look at has wheels can be moved around easily tank capacity is awesome has fab cool and swing option also has a ice cabinet at the top of the cooler packing was good timely deluvary and we are really happy
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",excellent quality it is just like as a c very very cool air i recommend to all to buy it instead of local brands it is zero defect look wise very good delivery within 72 hours thanks to flipkart and delhivery for transporting safe delivery
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",plastic is of good quality no leakages as of now it blows air at high speed useful for long halls small rooms might have problem of noise keep it at some distance and see the effect modes work fine delivery was fantastic as it was delivered in mini truck carried by 2 guys
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",amazing air coolerit is almost 45 degrees here in gujarat during summersit is highly effective even in this temperature alsooverall this huge machine creates almost negligible noiselove this large yet effective air cooler from crompton
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",design is good but not worth itcooling is ok ok air distribution is also normalwill recommend to go for some local cooler as they deliver more chilled air than this one and are cheaper also
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",a very nice product easy to maintain quite efficient in function i will give it a five star rating
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",best delivery by flipkart and amazing cooler by cromptoni bought this ozone 55lt air cooler which has powerful air throw and quite good cooling capacity
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good product on time delivery good offer what we got happy to use for the chennai sunny days
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",a good cooler with a decent airthrowi resides in top floor in delhiit is giving perfect cooling till dateonly need cross ventilation for better circulation
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",awesome cooler i got it in just 7999 which was a great deal just use it in a well vanitlated room and it works like ac
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",wow super cooling delivery date is 27may but excellent and fast flipkart delivered on 24may
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very nice product this is the best product among all coolers available in the marketcool calm very useful for big as well as small rooms
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good looks very nice cooling good storage capacity good build quality strong wheels
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",size is compact look wise is good noise is lessdelivery and packing is good tooi paid cash on delivery cooling is good enough for a roomi think not suitable for big hall
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",cooler is very compact and movable look wise greatperformance was good but not excellent as in extreme heat it doesnt cool as otherwise also difficult to clean the tank leading to stink
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",genuine feedback cooler is not so cool but below average it can prevent only the hot air blown by nature during hot climate in summer u can get the air like rainy day nothing else
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",superb cooler and working like 1tonac in my room satisfied with this product happily go for it
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",best air cooler worth money it works like acand compatible with inverter also
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",great product by crompton nice cooling nice looks nice wheels go for itonly concern is length of power cord but you can manage this with extension cordboard
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",am writing this review after using the product for a monththe built quality is good and the cooling efficiency is very nice when it is placed near to the windowthe only concern with it is no water outlet found at the bottom when you want to release the water or clean the cooler
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",excellent i recommend it but you need fill drinking water 25ltrs for 10 hours approximately and using soft water drinking is best to retain the water pump life little bit noisy in fast mode useful for 20 x 11 sqft area
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",cooler is great but its tough to serve the water into it is little difficult if the water resources are less with you but in terms of cooler its great enough for big hall 25x30ft
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",first of all a big thanks to flipkart for the fast delivery i loved this product from crompton i recommend if anyone wants to purchase this product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",it is good productusing it in the hall and sitting on the sofayou feel the cool airits at a decent height
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",crompton ozone 75 is one of the best desert air cooler in market it is amazing product with great featuresless noisy and good cooling is one of the most important feature of this cooler
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",i have purchase in 7550 it is amazing cooler like ac
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very silent and cool air thank you flipkart and seller
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice cooler cools very quick but i didnt get the manual book packaging was little damaged seller was dhamakadeal
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",cooling is ok but it smells too bad
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice product by crompton nice cooling and air delivery
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",best in this price rangei only used first day nighti have cold
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",product was good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",its been a 5 days using this product so far excellent can be used for inside also
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",this cooler is wonderful i would say best desert cooler but do not buy it from flipkart at all they will pack it in worst way possible and their delivery guys will keep it in tampo with lots of load on iti received it as broken productand i know how difficult it was to get replacement in time their customer care representative gets payed only to apologize supervisormanagers even case escalate managers will have only sorry to share with youbuy this cooler but not from flipkart
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",i buy this product 55 dessert but total sent another product still now cant be returned5 times technician visit postponed and some times automatically return rejected by flipkart after i call the flipkart customer care but they agreed the problem and still product cant be retu
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",item is good but delivery service of flipkart delhivery courier service is worst
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good coolerone thing you should have is cross ventilation then it will like 1 ton ac
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",value for money
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",excellent product excellent delivery specially excellent behavior of delivery agent noise is very low fully satisfied 10 out of 5 i am from west bengal and there is not any single scratch on the product due to delivery reason excellent no leakage issue in honeycomb pad everything is fine bohot dino ke bad chain se sone ko mila yaar just fill up 75 liter tank with 4 to 5 large bucket of water and enjoy special warning dont switch on the pump regulator wit
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",i did not like this product its fan doesnt work properly the engineer comes and gives false hopes to my parents and returns back anf you guys have cancelled my refund this is ridiculous this is a waste productjeeves and flipkart have duped us big time
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",excellent meet requirements heavy duty less noise work like an acgood light designed body
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",speed and cooling are awesome but noisy gives you ac feeling wish i could get it in low noise its a huge one
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good swing cooling i am very happy
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice cooling wonderful product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very nice product i give 5 star
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very nice cooler and cooling very fast and plastic body is durable
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",after doing lot of research i bought this cooler last week air flow is very good cools room easily water lasts for nearly 1 day it smells early but it is bearable and lasts for 2 days only i want a cooler for indoor and it is perfect for it not so bulky as like other coolers you can move it easily even its tank is full so buy it without any hesitation
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",cooling is good with low noise and fan speed is goodpackaging was properly donestill it had a few scratches at the top of cooler but nothing majorlookwise its nicefull water tank goes for 23 nights so refill frequency is manageablevalue for money product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",received product with out any damage service was really fast cooler is just awesome it just works like ac dont feel that its summer nowstasified with product go for it
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",best cooler air delivery high other cooler air delivery v bad but this cooler is best
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good but after 4 months use the hinges which direct air are falling downand not good air throwmore sound
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",prosbuild quality looks excellentfan speed and cooling phenomenalwater lasting entire day full tanknoise acceptableair throw wide and sharpwheels tough enoughvalue for money undoubtedly extremely recommendedconspackaging could have been betterdelivery period too longmore than 5 daysbehavior of delivery boy rude illiteraterobberwas demanding for extra money to deliver on time
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",water pump was not working
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",received defective product auto swing is not working properly better to purchase product from shopmarket where u can replace the product within a single day in my case they gave given me the 12days as a pickup time
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",best product in best price range
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",product wise its finebut this time delivery service was pathetic
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",product received good but its air flow i have confusion very less coll my 810 room i am not feeling more cool
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",the product i got is opened delivery service is not goodwant to return this product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",it is a small and powwrful cooler perfect for a mid sized room found it better than many existing brands
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",not delivered as promised delivery person asked us to pick up with our own expenses which was around 20 kms
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",i m very happy with this productthanks flipkarteveryone can buy this cooler highly recommendedcooling is faster than other coolerone of the best cooler in marketthanks flipkart once again
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",dont buythe smell which comes from cooler is unbearable sensitive persons might get breathing issues coming to performance it is a table fan which sounds like a generator you will regret after buying once bought you cant return
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very bad quality very poor plastic material very cheap product showing it fr 17k and then discounting it and selling fr 10k still costly as per product received just fooling people in the name of brand third class product very much disappointed from flipkart requested for return and refund on the same day refund request rejected now forced to replace the product never buy crompton and use flipkart for buying
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",cooling wise its good but when we taking about noise its too noisy the water dropping noise will irritate youalso it comes with only honey comb pad its big disadvantage is the insect will easily inter through holein this price range go for bluestar windus cooler it is coming with hybrid pad
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good product good pricing and good performancei love flipkartthanks
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",delivery of the product is very nice in short time it was delivered to me product is very good i am writing this after 7 hours of it use 55 ltr water finished after 7 hours this gives a natural chill air if you run at minimum speed during heavy summer season this will surely give comfort i am fully satisfied with this product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",please mention the cooling area in sqft what is the cooling capacity capable area
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",it was really bad experiences with flipkart this time the delivery person was want deliver the item on road rather than mentioned address
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",new product very good cooler
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",big boss only nothing to say i have no word to describe how best it is
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",this is worst produc air flow speed is very slow cooler outer body was very like already usedit was not expected from flipkart
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",really very good productcovers entire roomguys you can take this product without any confusionthanks to flipkart for best bank instant discount offer
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good product recommended for usage
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",got a damaged one
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",this air cooler does not proper cooling than other metal body cooler
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very bad machine please dont buy it you have to take leave from your office to get it repaired within 5 months i suffering you please ignore this cooler
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",awesome product superb cooling
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",it is too awesome air speed to is too goodi stopped to used ac now i m using this cooleroverall am satisfied
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",this cooler is very beautiful and very good air comes from this cooler i compared many good coolers but i liked this cooler very much if you guys are also thinking of getting a new cooler then i would advise you to buy this cooler friends if you are buying this cooler then you do not need to pay installation charge friends installation charge this means just take the cooler out of the box because the company will do everything on its side i would request friends to tell that you do not p
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",great product definitely worth a buy
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice product if you give proper ventilation it throw cool air
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",fantastic product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",please review after click on purchase 1 colling is good temp 35c it reduce it to 28c2 body material is good3 water tank very good and design is good4 cable length is enough5 air through high speed up to 12 ft6 colling room capacity up to 150 sqr7 noise level adjustable high44db if you can watch tv or calling to phone not possible9 ice chamber is much small10 knob is good working11 arrow fan is some small 4064 cm but working good12 frontend occasion swing
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice but wheel quality low
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",excellent
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",cooler is same as shown in pictures and very good for cooling purposes
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",really a good product worthy in up to 150 sqft room
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",quality product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",best cooler using 15 days
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",useless ice tray the ice tray water goes to the water filled in the below container obviously 100 ml of cold wouldnt gonna cool the 75 liter of water
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good coolingconssound it is too loud which makes u to wake up in middle of night and make u to turn it off
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",coolers cooling is good but little noisy and honey comb pads if gets dirty almost impossible to clean
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",normal fin cooler
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",cooling level is very highno need of ac if you have this cooler
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",not good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",not working after3 months
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",the best exper
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",quality is not good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",vary nice product i am very happy and thanks flipkart only 3days delybary these products
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice produ
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",not good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",excellent
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good product with good quality also
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good to have it
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",grill is not good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good cooler
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",after using one week havay moter nice cooling nice product thanks flipkart
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",great product by cromptonand well delivered by flipkart recommend for allno noice cool air
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",awesome
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good and does its job well
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",excellent product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good prodact
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",this is a good product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",its really awesome nice product by crompton
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",best air cooler india
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good product fan speed is mindblowing it is good in dry weather in humid condition desert coolers are not good it makes you feel sticky
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good quility product full air flow
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",super normal cooling not bad it doesnt matter you can buy it
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",super
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good product value for money
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very nice high speed air flow
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good but air flow is less
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",use one month product love it this is mini ac
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",this review of two contion must read before buy any electronic products its my humble request to all i m purchase two crompton cooler from flipkart 1 75 litr date 10 april 2022 its work properly nd i m very happy of this cooler after this i m purchase again a cooler crompton 88 ltr order date 18july 2022 delivery date 28 july but delivered 30 july 2022 installation 1 aug 2022 that day i found leakage problem i m registered complain for replacement on 1 aug 2022 company say technic
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",value for money
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",sound noise is too much
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",fair option value for money
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",a little noisy and moist as all desert coolerrest is best
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",superb cooling
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",value for money very good product i really like this and thank you flipkart
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",looks nice very good air throw quality is very good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",i am very happy to buy this product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",satisfied
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",value for money
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",more than 10 days have gone but still cooler is giving stinking air
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",the cooler works very well it has good water storage capacity and can work for the whole night when filled once but two of its wheels are depressed a little which i noticed after a few days of installation i find it really difficult move the cooler from one place to the other
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",its a very good product by cromptoni liked the quality of product and its robustness and the look of the cooler
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",value for money
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good air throw
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",must buy
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",amazing product i just love it thank you crompton for this lovely product for summer
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",outstanding
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",excess sound
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",great
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very nice
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",after 1 month of usage pump stopped working
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",ok
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good quality
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",excellent
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good productthanks flipkart
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",not as expected
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",average
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",writing after 2 months of usage we typically have 4045 c semidry weather during summer and this cooler tried its best to keep temperature around 30 c during nights it reaches till 24c but it only works in a well airy crossventilated roomhealth warning you can get minor lungsbreathing related issues but its rare
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good for small rooms
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good air throw smooth wheels
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",room is heated up even after using the cooler
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",must buy
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",not good this product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",best deal on flipkart the product is awesome
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very very bad productno cooling very very very very very very poor and bad product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice cooler
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",fantastic experience
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",awesome product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",fan motor stop functioning within a week
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",it is very light an your move easily speed is good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",superb
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice coolerair circulation is really good and gives cool air just go for it
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",honey comb are very bad qualityits smelling very bad
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",reached expectation and one thing is to improve is auto drain and adjustable air blendsnot to feel like branded one
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good air cooler
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",best price values
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",excellent
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good quality
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",its good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",worst product dont buy
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good product thank you flipkart
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good cooler
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",ok product installation process is worst
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good one
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",cooling not good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",must n should buy
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",this is cooler is best for best cooling
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",thank you
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",3rd same product purchased from flipkart four star for quality looks and performanceusing the same cooler from 2018 without any issuemust buy product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",best cooler and cooling is so fast so i give five star this product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good product value for money
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",low cooling with low rom
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good air cooler
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very nice product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",best product in this price
